Array,true:beta1,true:beta2,true:t_init,true:E_init,true:t_inflect,start:beta1,start:beta2,start:t_init,start:E_init,start:E_inflect,start:t_inflect
6174,1.49,0.10398660507053137,2020-02-27,10,2020-03-23,0.14,0.42254955950193107,2020-02-15,10,2020-03-23,2020-03-23
6175,1.5,0.18010569885373118,2020-02-27,10,2020-03-23,0.67,0.07236051047220826,2020-02-20,10,2020-03-23,2020-03-23
6176,1.51,0.5328409984707833,2020-02-27,10,2020-03-23,1.21,0.44224016135558486,2020-02-24,10,2020-03-23,2020-03-23
6177,1.52,0.33468782249838114,2020-02-27,10,2020-03-23,0.53,0.9204707362223417,2020-02-19,10,2020-03-23,2020-03-23
6178,1.53,0.05570759773254395,2020-02-27,10,2020-03-23,1.25,0.15882104774937034,2020-03-10,10,2020-03-23,2020-03-23
6179,1.54,0.7803942972794176,2020-02-27,10,2020-03-23,2.45,0.8544601290486753,2020-03-08,10,2020-03-23,2020-03-23
6180,1.55,0.6841789279133081,2020-02-27,10,2020-03-23,0.55,0.390708981314674,2020-02-18,10,2020-03-23,2020-03-23
6181,1.56,0.10667945034801961,2020-02-27,10,2020-03-23,0.62,0.27739057783037424,2020-03-03,10,2020-03-23,2020-03-23
6182,1.57,0.34934054706245665,2020-02-27,10,2020-03-23,0.2,0.9583798563107848,2020-02-16,10,2020-03-23,2020-03-23
6183,1.58,0.7531351976096631,2020-02-27,10,2020-03-23,0.28,0.3264614113140851,2020-02-24,10,2020-03-23,2020-03-23
6184,1.59,0.6677558789029718,2020-02-27,10,2020-03-23,1.29,0.01592299435287714,2020-03-01,10,2020-03-23,2020-03-23
6185,1.6,0.0027606813237071037,2020-02-27,10,2020-03-23,0.8200000000000001,0.7489221943542361,2020-03-11,10,2020-03-23,2020-03-23
6186,1.61,0.08711091801524162,2020-02-27,10,2020-03-23,0.25,0.9369427501223981,2020-03-03,10,2020-03-23,2020-03-23
6187,1.62,0.3993520462885499,2020-02-27,10,2020-03-23,1.9100000000000001,0.07034746906720102,2020-03-04,10,2020-03-23,2020-03-23
6188,1.6300000000000001,0.2537411361932755,2020-02-27,10,2020-03-23,0.41000000000000003,0.6730521481949836,2020-02-15,10,2020-03-23,2020-03-23
6189,1.6400000000000001,0.5739963788539172,2020-02-27,10,2020-03-23,1.6,0.19385992246679962,2020-02-29,10,2020-03-23,2020-03-23
6190,1.6500000000000001,0.5490993281826377,2020-02-27,10,2020-03-23,1.58,0.3935857033357024,2020-03-03,10,2020-03-23,2020-03-23
6191,1.6600000000000001,0.6290900429710746,2020-02-27,10,2020-03-23,1.12,0.5644141081720591,2020-02-15,10,2020-03-23,2020-03-23
6192,1.67,0.18286964725703003,2020-02-27,10,2020-03-23,1.68,0.58239192282781,2020-02-27,10,2020-03-23,2020-03-23
6193,1.68,0.5778332337737083,2020-02-27,10,2020-03-23,0.37,0.736195458797738,2020-03-12,10,2020-03-23,2020-03-23
6194,1.69,0.6880537746474147,2020-02-27,10,2020-03-23,2.2,0.3493572133593261,2020-02-27,10,2020-03-23,2020-03-23
6195,1.7,0.1546060860157013,2020-02-27,10,2020-03-23,1.07,0.4076936652418226,2020-02-18,10,2020-03-23,2020-03-23
6196,1.71,0.07145833950489759,2020-02-27,10,2020-03-23,2.13,0.37591228215023875,2020-02-27,10,2020-03-23,2020-03-23
6197,1.72,0.7022986087948084,2020-02-27,10,2020-03-23,0.63,0.20332203502766788,2020-03-01,10,2020-03-23,2020-03-23
6198,1.73,0.7396182227879763,2020-02-27,10,2020-03-23,2.17,0.6593489127699286,2020-03-12,10,2020-03-23,2020-03-23
6199,1.74,0.5195385763421655,2020-02-27,10,2020-03-23,1.9100000000000001,0.491649356437847,2020-02-20,10,2020-03-23,2020-03-23
6200,1.75,0.6834689304232597,2020-02-27,10,2020-03-23,0.03,0.17781053762882948,2020-03-01,10,2020-03-23,2020-03-23
6201,1.76,0.024641323089599612,2020-02-27,10,2020-03-23,2.39,0.295984752709046,2020-02-26,10,2020-03-23,2020-03-23
6202,1.77,0.4560174437239766,2020-02-27,10,2020-03-23,0.15,0.42775334417819977,2020-03-08,10,2020-03-23,2020-03-23
6203,1.78,0.5556441714987159,2020-02-27,10,2020-03-23,2.07,0.5492014207411557,2020-02-16,10,2020-03-23,2020-03-23
6204,1.79,0.35316968094557527,2020-02-27,10,2020-03-23,1.8800000000000001,0.9848056067712605,2020-02-28,10,2020-03-23,2020-03-23
6205,1.8,0.2437221582978964,2020-02-27,10,2020-03-23,0.84,0.14136337488889694,2020-02-29,10,2020-03-23,2020-03-23
6206,1.81,0.7996153019368649,2020-02-27,10,2020-03-23,0.56,0.93553750612773,2020-02-26,10,2020-03-23,2020-03-23
6207,1.82,0.3010745091363788,2020-02-27,10,2020-03-23,0.26,0.5626605038996786,2020-03-05,10,2020-03-23,2020-03-23
6208,1.83,0.7430714752525092,2020-02-27,10,2020-03-23,1.97,0.7523277343716472,2020-02-29,10,2020-03-23,2020-03-23
6209,1.84,0.057694557867944245,2020-02-27,10,2020-03-23,1.69,0.48060954944230616,2020-03-03,10,2020-03-23,2020-03-23
6210,1.85,0.569951848872006,2020-02-27,10,2020-03-23,2.4,0.43971367948688567,2020-03-02,10,2020-03-23,2020-03-23
6211,1.86,0.6496241549029946,2020-02-27,10,2020-03-23,1.68,0.5095211167354137,2020-02-17,10,2020-03-23,2020-03-23
6212,1.87,0.35426737498492006,2020-02-27,10,2020-03-23,0.1,0.5124615482054651,2020-03-12,10,2020-03-23,2020-03-23
6213,1.8800000000000001,0.30083587262779476,2020-02-27,10,2020-03-23,0.11,0.7264521247707307,2020-03-08,10,2020-03-23,2020-03-23
6214,1.8900000000000001,0.07959718462079764,2020-02-27,10,2020-03-23,0,0.6062824164982885,2020-03-04,10,2020-03-23,2020-03-23
6215,1.9000000000000001,0.6456707607954741,2020-02-27,10,2020-03-23,0.52,0.8772865359205753,2020-02-24,10,2020-03-23,2020-03-23
6216,1.9100000000000001,0.28194993864744905,2020-02-27,10,2020-03-23,1.6300000000000001,0.12281899084337056,2020-02-17,10,2020-03-23,2020-03-23
6217,1.92,0.4832110730931163,2020-02-27,10,2020-03-23,0.7000000000000001,0.09779532998800278,2020-02-29,10,2020-03-23,2020-03-23
6218,1.93,0.30546964053064585,2020-02-27,10,2020-03-23,0.1,0.4821377417538315,2020-03-04,10,2020-03-23,2020-03-23
6219,1.94,0.3992906227707863,2020-02-27,10,2020-03-23,0.38,0.7878913921304047,2020-02-27,10,2020-03-23,2020-03-23
6220,1.95,0.6019603561609984,2020-02-27,10,2020-03-23,0.14,0.7625768149737269,2020-02-18,10,2020-03-23,2020-03-23
6221,1.96,0.057498028688132766,2020-02-27,10,2020-03-23,1.48,0.37619712273590267,2020-02-23,10,2020-03-23,2020-03-23
6222,1.97,0.11918685249984265,2020-02-27,10,2020-03-23,0.58,0.41282801306806505,2020-02-27,10,2020-03-23,2020-03-23
6223,1.98,0.7012317568063736,2020-02-27,10,2020-03-23,1.59,0.17857841704972088,2020-02-28,10,2020-03-23,2020-03-23
6224,1.99,0.27716580517590045,2020-02-27,10,2020-03-23,2.14,0.5231754432898015,2020-03-05,10,2020-03-23,2020-03-23
6225,2,0.3040739404037595,2020-02-27,10,2020-03-23,0.9,0.07925457530654967,2020-03-05,10,2020-03-23,2020-03-23
6226,2.0100000000000002,0.01835976168513298,2020-02-27,10,2020-03-23,2.42,0.3246810052078217,2020-02-29,10,2020-03-23,2020-03-23
6227,2.02,0.02234222572296858,2020-02-27,10,2020-03-23,2.33,0.37350393598899245,2020-03-03,10,2020-03-23,2020-03-23
6228,2.0300000000000002,0.24627404902130368,2020-02-27,10,2020-03-23,0.05,0.8539558078628033,2020-03-10,10,2020-03-23,2020-03-23
6229,2.04,0.6784598885104061,2020-02-27,10,2020-03-23,1.72,0.9075318060349673,2020-03-07,10,2020-03-23,2020-03-23
6230,2.05,0.5349385727196933,2020-02-27,10,2020-03-23,0.76,0.8949850555509329,2020-03-10,10,2020-03-23,2020-03-23
6231,2.06,0.23137119617313148,2020-02-27,10,2020-03-23,0.19,0.674264534143731,2020-03-05,10,2020-03-23,2020-03-23
6232,2.07,0.5879517372697592,2020-02-27,10,2020-03-23,2.36,0.8241630115080625,2020-02-28,10,2020-03-23,2020-03-23
6233,2.08,0.43616483937948947,2020-02-27,10,2020-03-23,1.71,0.9457661986816674,2020-02-28,10,2020-03-23,2020-03-23
6234,2.09,0.2987399596720934,2020-02-27,10,2020-03-23,2.3000000000000003,0.6653975292574614,2020-02-26,10,2020-03-23,2020-03-23
6235,2.1,0.768675208464265,2020-02-27,10,2020-03-23,2.41,0.4544807616621256,2020-02-22,10,2020-03-23,2020-03-23
6236,2.11,0.0697878923267126,2020-02-27,10,2020-03-23,2.13,0.46745028090663254,2020-02-22,10,2020-03-23,2020-03-23
6237,2.12,0.3145337220281363,2020-02-27,10,2020-03-23,0.16,0.9686422606464475,2020-03-01,10,2020-03-23,2020-03-23
6238,2.13,0.3708376117050648,2020-02-27,10,2020-03-23,1.09,0.25417195446789265,2020-03-01,10,2020-03-23,2020-03-23
6239,2.14,0.3285070959478617,2020-02-27,10,2020-03-23,0.68,0.27523862733505666,2020-03-03,10,2020-03-23,2020-03-23
6240,2.15,0.49815998412668705,2020-02-27,10,2020-03-23,0.9,0.8328600262757391,2020-02-22,10,2020-03-23,2020-03-23
6241,2.16,0.3739710856229067,2020-02-27,10,2020-03-23,1.29,0.659034313634038,2020-02-17,10,2020-03-23,2020-03-23
6242,2.17,0.7098875284194947,2020-02-27,10,2020-03-23,1.57,0.41663701948709786,2020-02-16,10,2020-03-23,2020-03-23
6243,2.18,0.691261063143611,2020-02-27,10,2020-03-23,2.04,0.9753546721767634,2020-02-25,10,2020-03-23,2020-03-23
6244,2.19,0.19182283300906422,2020-02-27,10,2020-03-23,1.73,0.3695100930053741,2020-02-21,10,2020-03-23,2020-03-23
6245,2.2,0.05474166311323643,2020-02-27,10,2020-03-23,0.41000000000000003,0.055044833570718765,2020-03-04,10,2020-03-23,2020-03-23
6246,2.21,0.3013022966682911,2020-02-27,10,2020-03-23,1.85,0.44202962471172214,2020-02-27,10,2020-03-23,2020-03-23
6247,2.22,0.557626716606319,2020-02-27,10,2020-03-23,1.87,0.5999110746197402,2020-03-11,10,2020-03-23,2020-03-23
6248,2.23,0.7206586360931397,2020-02-27,10,2020-03-23,1.45,0.6085516703315079,2020-02-22,10,2020-03-23,2020-03-23
6249,2.24,0.006231610476970673,2020-02-27,10,2020-03-23,1.52,0.059186886297538877,2020-03-13,10,2020-03-23,2020-03-23
6250,2.25,0.2928838228806853,2020-02-27,10,2020-03-23,1.25,0.04495590575970709,2020-02-22,10,2020-03-23,2020-03-23
6251,2.2600000000000002,0.4738147569820285,2020-02-27,10,2020-03-23,1.87,0.18218287453055382,2020-02-15,10,2020-03-23,2020-03-23
6252,2.27,0.45430625788867474,2020-02-27,10,2020-03-23,1.09,0.15265882783569396,2020-03-11,10,2020-03-23,2020-03-23
6253,2.2800000000000002,0.4548998879268766,2020-02-27,10,2020-03-23,1.78,0.555713729467243,2020-02-24,10,2020-03-23,2020-03-23
6254,2.29,0.6354238905012608,2020-02-27,10,2020-03-23,1.46,0.6210303308907896,2020-03-06,10,2020-03-23,2020-03-23
6255,2.3000000000000003,0.0036652503535151482,2020-02-27,10,2020-03-23,2.33,0.4973427993245423,2020-03-12,10,2020-03-23,2020-03-23
6256,2.31,0.49459742438048127,2020-02-27,10,2020-03-23,1.87,0.09272501640953124,2020-03-10,10,2020-03-23,2020-03-23
6257,2.32,0.764880389161408,2020-02-27,10,2020-03-23,1.24,0.6073943991214037,2020-03-08,10,2020-03-23,2020-03-23
6258,2.33,0.38114209529012444,2020-02-27,10,2020-03-23,1.09,0.4463212483096868,2020-02-27,10,2020-03-23,2020-03-23
6259,2.34,0.4946327030658722,2020-02-27,10,2020-03-23,1.4000000000000001,0.30031769745983183,2020-02-22,10,2020-03-23,2020-03-23
6260,2.35,0.4777994181960821,2020-02-27,10,2020-03-23,1.06,0.932045501191169,2020-03-12,10,2020-03-23,2020-03-23
6261,2.36,0.11355535257607699,2020-02-27,10,2020-03-23,0.86,0.6850094732362777,2020-02-16,10,2020-03-23,2020-03-23
6262,2.37,0.1703014185652137,2020-02-27,10,2020-03-23,1.47,0.9704233065713197,2020-02-24,10,2020-03-23,2020-03-23
6263,2.38,0.6350345293059946,2020-02-27,10,2020-03-23,1.17,0.9657644210383296,2020-02-17,10,2020-03-23,2020-03-23
6264,2.39,0.3550606817007065,2020-02-27,10,2020-03-23,1.05,0.7041789225768298,2020-02-23,10,2020-03-23,2020-03-23
6265,2.4,0.6224995635449887,2020-02-27,10,2020-03-23,2.02,0.9371324928943068,2020-02-15,10,2020-03-23,2020-03-23
6266,2.41,0.6354768797755241,2020-02-27,10,2020-03-23,1.17,0.787340579321608,2020-02-19,10,2020-03-23,2020-03-23
6267,2.42,0.213854000531137,2020-02-27,10,2020-03-23,1.35,0.7074456925038248,2020-03-09,10,2020-03-23,2020-03-23
6268,2.43,0.7259064378216863,2020-02-27,10,2020-03-23,0.53,0.699923035223037,2020-02-18,10,2020-03-23,2020-03-23
6269,2.44,0.24839209504425527,2020-02-27,10,2020-03-23,0.65,0.5830200926866382,2020-03-04,10,2020-03-23,2020-03-23
6270,2.45,0.30907485559582715,2020-02-27,10,2020-03-23,2.42,0.08175416244193912,2020-02-28,10,2020-03-23,2020-03-23
6271,2.46,0.2889255780726671,2020-02-27,10,2020-03-23,0.79,0.2486750464886427,2020-02-19,10,2020-03-23,2020-03-23
6272,2.47,0.6241770090535284,2020-02-27,10,2020-03-23,1.19,0.38043333357200027,2020-02-29,10,2020-03-23,2020-03-23
6273,2.48,0.11573377028107644,2020-02-27,10,2020-03-23,1.57,0.5605052132159472,2020-02-21,10,2020-03-23,2020-03-23
6274,2.49,0.5825078513473273,2020-02-27,10,2020-03-23,1.67,0.07338852132670581,2020-02-24,10,2020-03-23,2020-03-23
6275,2.5,0.09808196406811476,2020-02-27,10,2020-03-23,0.96,0.2048346227966249,2020-02-19,10,2020-03-23,2020-03-23
6276,0,0.21223518308252098,2020-03-01,10,2020-03-23,0.03,0.5767459268681705,2020-03-02,10,2020-03-23,2020-03-23
6277,0.01,0.05861382074654103,2020-03-01,10,2020-03-23,2.49,0.6885280921123922,2020-02-16,10,2020-03-23,2020-03-23
6278,0.02,0.7556303452700377,2020-03-01,10,2020-03-23,0.92,0.37085860362276435,2020-02-21,10,2020-03-23,2020-03-23
6279,0.03,0.5385928113013506,2020-03-01,10,2020-03-23,1.1500000000000001,0.3380043574143201,2020-02-29,10,2020-03-23,2020-03-23
6280,0.04,0.697167968377471,2020-03-01,10,2020-03-23,1.43,0.6658923528157175,2020-03-10,10,2020-03-23,2020-03-23
6281,0.05,0.7570929719135165,2020-03-01,10,2020-03-23,1.3,0.3737042776774615,2020-03-08,10,2020-03-23,2020-03-23
6282,0.06,0.1265682876110077,2020-03-01,10,2020-03-23,1.59,0.3468436407856643,2020-03-13,10,2020-03-23,2020-03-23
6283,0.07,0.5770028488710522,2020-03-01,10,2020-03-23,0.9400000000000001,0.19554529315792024,2020-02-21,10,2020-03-23,2020-03-23
6284,0.08,0.7247141417115928,2020-03-01,10,2020-03-23,2.46,0.17558995145373046,2020-03-02,10,2020-03-23,2020-03-23
6285,0.09,0.24415973238646985,2020-03-01,10,2020-03-23,0.2,0.17567697423510253,2020-03-05,10,2020-03-23,2020-03-23
6286,0.1,0.541977340914309,2020-03-01,10,2020-03-23,0.8,0.8120871740393341,2020-03-05,10,2020-03-23,2020-03-23
6287,0.11,0.7847871402278543,2020-03-01,10,2020-03-23,1.94,0.13441124954260886,2020-03-07,10,2020-03-23,2020-03-23
6288,0.12,0.023097363486886027,2020-03-01,10,2020-03-23,0.96,0.9593713360372931,2020-03-07,10,2020-03-23,2020-03-23
6289,0.13,0.71695403698831806,2020-03-01,10,2020-03-23,0.91,0.1610921521205455,2020-02-16,10,2020-03-23,2020-03-23
6290,0.14,0.15253777075558902,2020-03-01,10,2020-03-23,1.52,0.47754585673101246,2020-02-20,10,2020-03-23,2020-03-23
6291,0.15,0.49156851395964624,2020-03-01,10,2020-03-23,1.72,0.20085780695080757,2020-02-29,10,2020-03-23,2020-03-23
6292,0.16,0.3043439038097859,2020-03-01,10,2020-03-23,1.46,0.7580082900822163,2020-03-13,10,2020-03-23,2020-03-23
6293,0.17,0.16462688520550728,2020-03-01,10,2020-03-23,1.2,0.7062301863916218,2020-03-09,10,2020-03-23,2020-03-23
6294,0.18,0.21179047729820014,2020-03-01,10,2020-03-23,0.73,0.7718231100589037,2020-02-18,10,2020-03-23,2020-03-23
6295,0.19,0.35476208087056876,2020-03-01,10,2020-03-23,1.21,0.14070219662971795,2020-02-27,10,2020-03-23,2020-03-23
6296,0.2,0.6013168210163713,2020-03-01,10,2020-03-23,0.8200000000000001,0.08653558255173266,2020-03-12,10,2020-03-23,2020-03-23
6297,0.21,0.6208720196038485,2020-03-01,10,2020-03-23,1.94,0.8891350971534848,2020-02-15,10,2020-03-23,2020-03-23
6298,0.22,0.5239484420046211,2020-03-01,10,2020-03-23,1.9100000000000001,0.8966551846824586,2020-03-06,10,2020-03-23,2020-03-23
6299,0.23,0.05043331887573004,2020-03-01,10,2020-03-23,0.98,0.2540659378282726,2020-02-15,10,2020-03-23,2020-03-23
6300,0.24,0.5737871117889881,2020-03-01,10,2020-03-23,2.34,0.7381044428329915,2020-03-02,10,2020-03-23,2020-03-23
6301,0.25,0.5217599058523774,2020-03-01,10,2020-03-23,0.08,0.7019212765153497,2020-03-01,10,2020-03-23,2020-03-23
6302,0.26,0.1683843195438385,2020-03-01,10,2020-03-23,1.87,0.23059157538227737,2020-03-09,10,2020-03-23,2020-03-23
6303,0.27,0.11811544597148896,2020-03-01,10,2020-03-23,1.45,0.8665237573441118,2020-02-29,10,2020-03-23,2020-03-23
6304,0.28,0.3830204695463181,2020-03-01,10,2020-03-23,2.22,0.4222846683114767,2020-03-13,10,2020-03-23,2020-03-23
6305,0.29,0.12780938111245632,2020-03-01,10,2020-03-23,0.5700000000000001,0.8205385201144964,2020-02-23,10,2020-03-23,2020-03-23
6306,0.3,0.7516015276312829,2020-03-01,10,2020-03-23,1.02,0.31747488607652485,2020-03-02,10,2020-03-23,2020-03-23
6307,0.31,0.745653036236763,2020-03-01,10,2020-03-23,0.36,0.3947811706457287,2020-03-11,10,2020-03-23,2020-03-23
6308,0.32,0.6001457614824176,2020-03-01,10,2020-03-23,1.06,0.5996843446046114,2020-03-02,10,2020-03-23,2020-03-23
6309,0.33,0.575994990579784,2020-03-01,10,2020-03-23,0.9,0.45154568972066045,2020-02-27,10,2020-03-23,2020-03-23
6310,0.34,0.4946572698652745,2020-03-01,10,2020-03-23,0.45,0.6141096146311611,2020-03-06,10,2020-03-23,2020-03-23
6311,0.35000000000000003,0.5944845097139478,2020-03-01,10,2020-03-23,1.21,0.45426649041473866,2020-03-12,10,2020-03-23,2020-03-23
6312,0.36,0.2539551632478833,2020-03-01,10,2020-03-23,1.08,0.7637828639708459,2020-02-18,10,2020-03-23,2020-03-23
6313,0.37,0.7945640586316586,2020-03-01,10,2020-03-23,2.5,0.24567339103668928,2020-03-02,10,2020-03-23,2020-03-23
6314,0.38,0.44093645345419646,2020-03-01,10,2020-03-23,1.1300000000000001,0.2554294764995575,2020-03-08,10,2020-03-23,2020-03-23
6315,0.39,0.621963599137962,2020-03-01,10,2020-03-23,2.11,0.29728682385757565,2020-02-16,10,2020-03-23,2020-03-23
6316,0.4,0.5389411991462112,2020-03-01,10,2020-03-23,0.5700000000000001,0.33184155775234103,2020-02-23,10,2020-03-23,2020-03-23
6317,0.41000000000000003,0.4350019047036767,2020-03-01,10,2020-03-23,1.55,0.1395989446900785,2020-02-26,10,2020-03-23,2020-03-23
6318,0.42,0.7550079725682736,2020-03-01,10,2020-03-23,2.41,0.04411712731234729,2020-03-08,10,2020-03-23,2020-03-23
6319,0.43,0.4039538532495499,2020-03-01,10,2020-03-23,2.22,0.2228259805124253,2020-03-02,10,2020-03-23,2020-03-23
6320,0.44,0.49739690069109205,2020-03-01,10,2020-03-23,1.51,0.07111551589332521,2020-03-07,10,2020-03-23,2020-03-23
6321,0.45,0.21347533203661442,2020-03-01,10,2020-03-23,1.11,0.224950514966622,2020-02-29,10,2020-03-23,2020-03-23
6322,0.46,0.7015423299744725,2020-03-01,10,2020-03-23,1.3800000000000001,0.05438798083923757,2020-03-09,10,2020-03-23,2020-03-23
6323,0.47000000000000003,0.23980860952287913,2020-03-01,10,2020-03-23,1.6300000000000001,0.316834558499977,2020-02-16,10,2020-03-23,2020-03-23
6324,0.48,0.21378026846796275,2020-03-01,10,2020-03-23,2.05,0.9232206100132316,2020-02-19,10,2020-03-23,2020-03-23
6325,0.49,0.007172765210270882,2020-03-01,10,2020-03-23,1.24,0.9118040602188557,2020-03-03,10,2020-03-23,2020-03-23
6326,0.5,0.30767740160226825,2020-03-01,10,2020-03-23,1.79,0.3477813289500773,2020-03-04,10,2020-03-23,2020-03-23
6327,0.51,0.1915742425248027,2020-03-01,10,2020-03-23,1.03,0.09576612175442278,2020-03-08,10,2020-03-23,2020-03-23
6328,0.52,0.7316563529893756,2020-03-01,10,2020-03-23,0.06,0.17964820540510118,2020-02-18,10,2020-03-23,2020-03-23
6329,0.53,0.5033856453374028,2020-03-01,10,2020-03-23,0.06,0.7378696936648339,2020-02-27,10,2020-03-23,2020-03-23
6330,0.54,0.5896341295912862,2020-03-01,10,2020-03-23,1.1400000000000001,0.3646285745780915,2020-03-06,10,2020-03-23,2020-03-23
6331,0.55,0.750810194388032,2020-03-01,10,2020-03-23,2.34,0.6058216465171427,2020-02-16,10,2020-03-23,2020-03-23
6332,0.56,0.15426014326512816,2020-03-01,10,2020-03-23,0.27,0.5061410055495799,2020-02-27,10,2020-03-23,2020-03-23
6333,0.5700000000000001,0.5422897821292282,2020-03-01,10,2020-03-23,2.3000000000000003,0.2615094115026295,2020-03-12,10,2020-03-23,2020-03-23
6334,0.58,0.6623513035476208,2020-03-01,10,2020-03-23,2.23,0.8034441152121872,2020-02-26,10,2020-03-23,2020-03-23
6335,0.59,0.16775578558444978,2020-03-01,10,2020-03-23,0.75,0.19748956710100174,2020-03-07,10,2020-03-23,2020-03-23
6336,0.6,0.5152446143329144,2020-03-01,10,2020-03-23,1.6,0.5635218103416264,2020-02-21,10,2020-03-23,2020-03-23
6337,0.61,0.0060376165434718135,2020-03-01,10,2020-03-23,0.45,0.3337206745054573,2020-03-01,10,2020-03-23,2020-03-23
6338,0.62,0.3523623138666153,2020-03-01,10,2020-03-23,0.61,0.9019280974753201,2020-02-22,10,2020-03-23,2020-03-23
6339,0.63,0.338557960651815,2020-03-01,10,2020-03-23,2.4,0.19948722515255213,2020-03-03,10,2020-03-23,2020-03-23
6340,0.64,0.41446595825254917,2020-03-01,10,2020-03-23,1.6600000000000001,0.923951543867588,2020-02-25,10,2020-03-23,2020-03-23
6341,0.65,0.5547560740262271,2020-03-01,10,2020-03-23,1.68,0.020071451785042882,2020-02-27,10,2020-03-23,2020-03-23
6342,0.66,0.25945518147200347,2020-03-01,10,2020-03-23,0.6,0.347062882501632,2020-02-19,10,2020-03-23,2020-03-23
6343,0.67,0.46225596107542516,2020-03-01,10,2020-03-23,1.73,0.33219361305236816,2020-02-29,10,2020-03-23,2020-03-23
6344,0.68,0.7082662079483271,2020-03-01,10,2020-03-23,2,0.1864649096969515,2020-03-13,10,2020-03-23,2020-03-23
6345,0.6900000000000001,0.5826762940734626,2020-03-01,10,2020-03-23,2.32,0.8251561722718179,2020-03-08,10,2020-03-23,2020-03-23
6346,0.7000000000000001,0.40901613235473633,2020-03-01,10,2020-03-23,0.96,0.9604774061590433,2020-03-10,10,2020-03-23,2020-03-23
6347,0.71,0.43928148522973065,2020-03-01,10,2020-03-23,1.56,0.813238219358027,2020-03-05,10,2020-03-23,2020-03-23
6348,0.72,0.7640737149864436,2020-03-01,10,2020-03-23,2.17,0.01383748627267778,2020-02-15,10,2020-03-23,2020-03-23
6349,0.73,0.7098359609022737,2020-03-01,10,2020-03-23,1.95,0.09751538303680718,2020-03-12,10,2020-03-23,2020-03-23
6350,0.74,0.31216191165149215,2020-03-01,10,2020-03-23,2.3000000000000003,0.6337103173136711,2020-02-19,10,2020-03-23,2020-03-23
6351,0.75,0.6544012665748596,2020-03-01,10,2020-03-23,2,0.9596995080355555,2020-02-25,10,2020-03-23,2020-03-23
6352,0.76,0.4436962306499481,2020-03-01,10,2020-03-23,1.62,0.2910634153522551,2020-03-12,10,2020-03-23,2020-03-23
6353,0.77,0.23356796186417342,2020-03-01,10,2020-03-23,0.67,0.7653973922133446,2020-03-01,10,2020-03-23,2020-03-23
6354,0.78,0.7792435390874743,2020-03-01,10,2020-03-23,0.27,0.7444642407353967,2020-03-02,10,2020-03-23,2020-03-23
6355,0.79,0.4093447932973504,2020-03-01,10,2020-03-23,2.44,0.4149282465223223,2020-03-05,10,2020-03-23,2020-03-23
6356,0.8,0.6653279716148973,2020-03-01,10,2020-03-23,1.1500000000000001,0.31940173683688045,2020-02-24,10,2020-03-23,2020-03-23
6357,0.81,0.3976757273077965,2020-03-01,10,2020-03-23,1.37,0.8671406097710133,2020-02-18,10,2020-03-23,2020-03-23
6358,0.8200000000000001,0.2749341163784266,2020-03-01,10,2020-03-23,0.88,0.767103963997215,2020-02-25,10,2020-03-23,2020-03-23
6359,0.8300000000000001,0.33604707270860673,2020-03-01,10,2020-03-23,1.72,0.9765366541687399,2020-03-04,10,2020-03-23,2020-03-23
6360,0.84,0.45284647978842263,2020-03-01,10,2020-03-23,1.01,0.9591157662216574,2020-02-17,10,2020-03-23,2020-03-23
6361,0.85,0.023081887699663642,2020-03-01,10,2020-03-23,0.49,0.728170590242371,2020-03-12,10,2020-03-23,2020-03-23
6362,0.86,0.43023153413087134,2020-03-01,10,2020-03-23,1.04,0.8651477959938347,2020-02-21,10,2020-03-23,2020-03-23
6363,0.87,0.2718156395480037,2020-03-01,10,2020-03-23,1.62,0.4437668495811522,2020-03-02,10,2020-03-23,2020-03-23
6364,0.88,0.6830523412674666,2020-03-01,10,2020-03-23,1.71,0.3097152831032872,2020-02-18,10,2020-03-23,2020-03-23
6365,0.89,0.5143955377861857,2020-03-01,10,2020-03-23,1.05,0.8580519023817033,2020-02-29,10,2020-03-23,2020-03-23
6366,0.9,0.3032468339428306,2020-03-01,10,2020-03-23,1.54,0.6917542514856905,2020-02-21,10,2020-03-23,2020-03-23
6367,0.91,0.44260710533708336,2020-03-01,10,2020-03-23,1.76,0.8823059385176748,2020-03-13,10,2020-03-23,2020-03-23
6368,0.92,0.11889730002731086,2020-03-01,10,2020-03-23,1.85,0.18809317983686924,2020-02-17,10,2020-03-23,2020-03-23
6369,0.93,0.39872838221490386,2020-03-01,10,2020-03-23,1.52,0.562322061508894,2020-02-22,10,2020-03-23,2020-03-23
6370,0.9400000000000001,0.7514596639201045,2020-03-01,10,2020-03-23,1.26,0.2789699910208583,2020-03-04,10,2020-03-23,2020-03-23
6371,0.9500000000000001,0.6989367209374905,2020-03-01,10,2020-03-23,0.81,0.25831289566121995,2020-03-04,10,2020-03-23,2020-03-23
6372,0.96,0.05260992087423802,2020-03-01,10,2020-03-23,1.59,0.01877482235431671,2020-02-25,10,2020-03-23,2020-03-23
6373,0.97,0.7580044696107507,2020-03-01,10,2020-03-23,2.2800000000000002,0.8634581549558789,2020-03-09,10,2020-03-23,2020-03-23
6374,0.98,0.6081780126318336,2020-03-01,10,2020-03-23,0.61,0.09367006877437234,2020-03-01,10,2020-03-23,2020-03-23
